OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductSize,ProductStyle,ProductCost,ProductPrice
2022-01-08 00:00:00,2021-11-24 00:00:00,SO45116,311,29204.0,1.0,1,1.0,2,BK-R93R-44,"Road-150 Red, 44",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,44,U,2171.2942,3578.27
2022-01-08 00:00:00,2021-11-01 00:00:00,SO45114,310,29146.0,1.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-08 00:00:00,2021-09-20 00:00:00,SO45115,348,25984.0,4.0,1,1.0,1,BK-M82B-38,"Mountain-100 Black, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,38,U,1898.0944,3374.99
2022-01-08 00:00:00,2021-10-29 00:00:00,SO45118,314,18722.0,9.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
2022-01-08 00:00:00,2021-11-11 00:00:00,SO45113,313,29141.0,4.0,1,1.0,2,BK-R93R-52,"Road-150 Red, 52",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,52,U,2171.2942,3578.27
2022-01-08 00:00:00,2021-11-25 00:00:00,SO45120,344,11751.0,9.0,1,1.0,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,38,U,1912.1544,3399.99
2022-01-09 00:00:00,2021-11-22 00:00:00,SO45124,313,18725.0,9.0,1,1.0,2,BK-R93R-52,"Road-150 Red, 52",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,52,U,2171.2942,3578.27
2022-01-09 00:00:00,2021-12-23 00:00:00,,314,29236.0,4.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
2022-01-09 00:00:00,2021-12-12 00:00:00,SO45123,311,22971.0,6.0,1,1.0,2,BK-R93R-44,"Road-150 Red, 44",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,44,U,2171.2942,3578.27
2022-01-09 00:00:00,2021-09-24 00:00:00,SO45121,310,29169.0,1.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-10 00:00:00,2021-11-20 00:00:00,SO45129,350,11759.0,9.0,1,1.0,1,BK-M82B-44,"Mountain-100 Black, 44",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,44,U,1898.0944,3374.99
2022-01-10 00:00:00,2021-12-12 00:00:00,SO45127,313,29158.0,1.0,1,1.0,2,BK-R93R-52,"Road-150 Red, 52",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,52,U,2171.2942,3578.27
2022-01-10 00:00:00,2021-10-07 00:00:00,SO45128,310,18726.0,9.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-10 00:00:00,2021-12-26 00:00:00,,311,12480.0,7.0,1,1.0,2,BK-R93R-44,"Road-150 Red, 44",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,44,U,2171.2942,3578.27
2022-01-11 00:00:00,2021-09-22 00:00:00,SO45136,312,19084.0,9.0,1,1.0,2,BK-R93R-48,"Road-150 Red, 48",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,48,U,2171.2942,3578.27
2022-01-11 00:00:00,2021-11-30 00:00:00,SO45130,313,14975.0,10.0,1,1.0,2,BK-R93R-52,"Road-150 Red, 52",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,52,U,2171.2942,3578.27
2022-01-11 00:00:00,2021-12-13 00:00:00,SO45134,314,22895.0,6.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
2022-01-11 00:00:00,2021-11-13 00:00:00,SO45138,349,11452.0,9.0,1,1.0,1,BK-M82B-42,"Mountain-100 Black, 42",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,42,U,1898.0944,3374.99
2022-01-11 00:00:00,2021-12-07 00:00:00,SO45132,350,25985.0,4.0,1,1.0,1,BK-M82B-44,"Mountain-100 Black, 44",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,44,U,1898.0944,3374.99
2022-01-11 00:00:00,2021-10-10 00:00:00,SO45137,310,18735.0,9.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-11 00:00:00,2021-09-26 00:00:00,,314,29163.0,1.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
2022-01-11 00:00:00,2021-09-14 00:00:00,SO45131,344,25979.0,1.0,1,1.0,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,38,U,1912.1544,3399.99
2022-01-11 00:00:00,2021-12-03 00:00:00,SO45135,310,29264.0,4.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-12 00:00:00,2021-12-25 00:00:00,SO45141,312,29222.0,4.0,1,1.0,2,BK-R93R-48,"Road-150 Red, 48",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,48,U,2171.2942,3578.27
2022-01-12 00:00:00,2021-12-25 00:00:00,SO45143,310,29278.0,4.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-12 00:00:00,2021-12-26 00:00:00,SO45142,311,22901.0,6.0,1,1.0,2,BK-R93R-44,"Road-150 Red, 44",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,44,U,2171.2942,3578.27
2022-01-12 00:00:00,2021-11-28 00:00:00,SO45145,314,18716.0,9.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
2022-01-12 00:00:00,2021-11-25 00:00:00,SO45144,311,19093.0,9.0,1,1.0,2,BK-R93R-44,"Road-150 Red, 44",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,44,U,2171.2942,3578.27
2022-01-12 00:00:00,2021-11-17 00:00:00,SO45140,312,12485.0,7.0,1,1.0,2,BK-R93R-48,"Road-150 Red, 48",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,48,U,2171.2942,3578.27
2022-01-12 00:00:00,2021-09-25 00:00:00,SO45139,314,12468.0,7.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
2022-01-13 00:00:00,2021-12-10 00:00:00,SO45148,342,14656.0,1.0,1,,2,BK-R50B-52,"Road-650 Black, 52",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Black,52,U,413.1463,699.0982
2022-01-13 00:00:00,2021-11-28 00:00:00,SO45147,312,29166.0,4.0,1,1.0,2,BK-R93R-48,"Road-150 Red, 48",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,48,U,2171.2942,3578.27
2022-01-13 00:00:00,2021-09-25 00:00:00,SO45146,310,14950.0,10.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-14 00:00:00,2021-12-08 00:00:00,SO45149,314,14941.0,10.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
2022-01-14 00:00:00,2021-12-24 00:00:00,SO45154,313,18767.0,9.0,1,1.0,2,BK-R93R-52,"Road-150 Red, 52",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,52,U,2171.2942,3578.27
2022-01-14 00:00:00,2021-11-27 00:00:00,SO45151,314,29202.0,1.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
2022-01-14 00:00:00,2021-09-18 00:00:00,SO45150,346,25980.0,1.0,1,1.0,1,BK-M82S-44,"Mountain-100 Silver, 44",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,44,U,1912.1544,3399.99
2022-01-14 00:00:00,2021-12-30 00:00:00,SO45157,344,11750.0,9.0,1,1.0,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,38,U,1912.1544,3399.99
2022-01-14 00:00:00,2021-10-13 00:00:00,SO45156,344,11465.0,9.0,1,1.0,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,38,U,1912.1544,3399.99
2022-01-14 00:00:00,2021-11-05 00:00:00,SO45155,312,18900.0,9.0,1,1.0,2,BK-R93R-48,"Road-150 Red, 48",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,48,U,2171.2942,3578.27
2022-01-14 00:00:00,2021-12-08 00:00:00,SO45153,310,19089.0,9.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-14 00:00:00,2021-12-25 00:00:00,SO45152,310,29276.0,1.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-15 00:00:00,2021-12-19 00:00:00,SO45162,312,18721.0,9.0,1,1.0,2,BK-R93R-48,"Road-150 Red, 48",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,48,U,2171.2942,3578.27
2022-01-15 00:00:00,2021-12-05 00:00:00,SO45158,344,28419.0,7.0,1,1.0,1,BK-M82S-38,"Mountain-100 Silver, 38",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Silver,38,U,1912.1544,3399.99
2022-01-15 00:00:00,2021-10-19 00:00:00,,328,25714.0,9.0,1,1.0,2,BK-R50R-48,"Road-650 Red, 48",Road-650,"Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",Red,48,U,413.1463,699.0982
2022-01-15 00:00:00,2021-10-26 00:00:00,SO45159,349,11400.0,10.0,1,1.0,1,BK-M82B-42,"Mountain-100 Black, 42",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,42,U,1898.0944,3374.99
2022-01-15 00:00:00,2021-11-20 00:00:00,SO45161,349,25978.0,4.0,1,1.0,1,BK-M82B-42,"Mountain-100 Black, 42",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,42,U,1898.0944,3374.99
2022-01-15 00:00:00,2021-10-11 00:00:00,SO45160,310,14984.0,10.0,1,1.0,2,BK-R93R-62,"Road-150 Red, 62",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,62,U,2171.2942,3578.27
2022-01-15 00:00:00,2021-10-04 00:00:00,SO45164,349,11453.0,9.0,1,1.0,1,BK-M82B-42,"Mountain-100 Black, 42",Mountain-100,"Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",Black,42,U,1898.0944,3374.99
2022-01-16 00:00:00,2021-12-23 00:00:00,SO45167,311,18706.0,9.0,1,1.0,2,BK-R93R-44,"Road-150 Red, 44",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,44,U,2171.2942,3578.27
2022-01-16 00:00:00,2021-12-08 00:00:00,SO45169,314,18766.0,9.0,1,1.0,2,BK-R93R-56,"Road-150 Red, 56",Road-150,"This bike is ridden by race winners. Developed with the Adventure Works Cycles professional race team, it has a extremely light heat-treated aluminum frame, and steering that allows precision control.",Red,56,U,2171.2942,3578.27
